Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
166,Erick Castillo,ec ECU,FW,ec SD Aucas,27,1995,5.2,2,0,0,4,3,3,7,2,0,0,0,0,12,10,10,50.0,Matches
167,Fabián Castillo,co COL,FW,cl Colo-Colo,30,1992,0.6,0,0,0,2,0,0,0,0,0,0,0,0,2,1,1,50.0,Matches
168,Gonzalo Castillo,uy URU,DF,bo The Strongest,32,1990,6.0,0,0,0,5,0,0,0,8,3,0,0,0,22,10,10,50.0,Matches
169,Harlen Castillo,co COL,GK,co Nacional,29,1993,4.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,100.0,Matches
170,Jesús Castillo,pe PER,"MF,DF",pe Sporting Cristal,21,2001,4.8,3,0,0,8,3,0,2,6,4,0,0,0,34,2,4,33.3,Matches
171,Jesús Castillo,pe PER,MF,pe Alianza Lima,26,1996,5.8,3,0,0,13,12,0,5,9,11,0,0,0,31,11,11,50.0,Matches
172,Chory Castro,uy URU,FW,uy Nacional,38,1984,0.8,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,,Matches
173,Cristian Castro,co COL,DF,co Nacional,22,2001,5.7,1,0,0,2,2,0,2,4,2,0,0,0,25,3,3,50.0,Matches
174,Edinson Cavani,uy URU,FW,ar Boca Juniors,35,1987,6.3,2,0,0,9,7,4,0,2,5,0,0,0,27,10,17,37.0,Matches
175,Sebastian Cavero,pe PER,DF,pe Melgar,20,2002,1.7,2,0,0,3,0,0,10,2,3,0,0,0,7,1,1,50.0,Matches
176,Bernardo Cerezo,cl CHI,DF,cl Ñublense,28,1995,6.0,0,0,0,4,1,0,11,6,9,0,0,0,27,8,8,50.0,Matches
177,Carlos Cermeño,ve VEN,MF,ve Metropolitanos,27,1995,3.8,1,0,0,2,7,0,8,4,2,0,0,0,20,0,1,0.0,Matches
178,Murilo Cerqueira,br BRA,DF,br Palmeiras,25,1997,6.6,1,0,0,11,2,0,1,7,5,0,0,0,37,18,9,66.7,Matches
179,Edwuin Cetré,co COL,"FW,MF",co Independiente,25,1998,3.5,1,0,0,3,7,0,18,2,3,0,0,0,18,3,2,60.0,Matches
180,Jeison Chala,ec ECU,MF,ec SD Aucas,28,1994,0.5,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,Matches
181,Edinson Chávez,pe PER,DF,pe Alianza Lima,29,1993,0.8,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,,Matches
182,Gianfranco Chávez,pe PER,DF,pe Sporting Cristal,24,1998,4.3,2,1,1,2,2,0,0,13,4,0,0,0,28,7,5,58.3,Matches
183,Lucas Chávez,bo BOL,"FW,MF",bo Bolívar,19,2003,1.7,0,0,0,0,3,0,3,0,4,0,0,0,8,0,2,0.0,Matches
184,Chico,br BRA,FW,co Nacional,27,1995,1.0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,6,0.0,Matches
185,Chico,br BRA,FW,bo Bolívar,27,1995,3.8,1,0,0,4,6,6,4,0,1,0,0,0,8,7,8,46.7,Matches
186,Christian,br BRA,"MF,DF",br Ath Paranaense,22,2000,3.0,1,0,0,5,8,0,6,2,2,0,0,0,16,3,6,33.3,Matches
187,Jeyson Chura,bo BOL,FW,bo The Strongest,20,2002,2.2,0,0,0,3,3,0,9,0,0,0,0,0,9,1,1,50.0,Matches
188,Diego Churín,ar ARG,FW,py Cerro Porteño,33,1989,4.6,2,0,0,14,17,1,3,1,3,1,0,0,17,19,23,45.2,Matches
189,Jhon Cifuente,ec ECU,FW,ec SD Aucas,30,1992,2.7,0,0,0,3,1,1,0,0,0,0,0,0,6,3,8,27.3,Matches
190,Marcelo Cirino,br BRA,FW,br Ath Paranaense,31,1992,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
191,Rodrigo Cisterna,cl CHI,FW,cl Ñublense,20,2002,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
192,Sebastián Claure,bo BOL,FW,bo The Strongest,23,1999,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
193,Facundo Cobos,ar ARG,DF,ar Patronato,29,1993,3.9,0,0,0,5,9,0,26,6,6,0,0,0,35,4,7,36.4,Matches
194,Facundo Colidio,ar ARG,DF,ar River Plate,23,2000,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
195,Lautaro Comas,ar ARG,FW,ar Patronato,28,1995,0.3,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,,Matches
196,Jairo Concha,pe PER,MF,pe Alianza Lima,23,1999,1.2,0,0,0,0,1,0,7,0,0,0,0,0,12,0,1,0.0,Matches
197,Yimmi Congo,co COL,MF,co Pereira,24,1998,0.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,Matches
198,Juan Córdova,ca CAN,DF,cl Ñublense,27,1995,1.9,0,0,0,2,2,0,3,2,4,0,0,0,9,4,2,66.7,Matches
199,Diego Corozo,ec ECU,DF,ec SD Aucas,32,1990,0.5,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
200,Janner Corozo,ec ECU,"FW,MF",ec Barcelona,27,1995,4.2,0,0,0,4,9,0,8,1,2,1,0,0,25,4,8,33.3,Matches
201,Washington Corozo,ec ECU,"FW,MF",pe Sporting Cristal,24,1998,2.2,1,0,0,4,4,4,5,0,0,0,0,0,8,4,1,80.0,Matches
202,Brayan Cortés,cl CHI,GK,cl Colo-Colo,27,1995,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
203,Gabriel Cortez,ec ECU,MF,ec Barcelona,27,1995,0.7,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,100.0,Matches
204,Gustavo Cortez,ec ECU,DF,ec Independiente,25,1997,3.0,0,0,0,4,0,1,6,6,6,0,0,0,17,0,0,,Matches
205,Gabriel Costa,pe PER,"FW,MF",pe Alianza Lima,32,1990,1.1,0,0,0,0,2,0,9,0,1,0,0,0,8,1,0,100.0,Matches
206,Néstor Cova,ve VEN,DF,ve Metropolitanos,27,1995,4.7,2,0,0,4,5,0,2,8,5,0,0,0,24,1,3,25.0,Matches
207,Tomás Cuello,ar ARG,FW,br Ath Paranaense,22,2000,1.9,1,0,0,4,2,1,5,0,1,0,0,0,11,3,1,75.0,Matches
208,Carlos Cuero,ec ECU,DF,ec SD Aucas,26,1996,5.9,0,0,0,5,7,1,7,8,5,0,0,0,24,5,5,50.0,Matches
209,Bernardo Cuesta,ar ARG,FW,pe Melgar,34,1988,5.9,1,0,0,1,4,8,7,0,2,0,0,0,18,5,12,29.4,Matches
210,Christian Cueva,pe PER,"MF,FW",pe Alianza Lima,31,1991,2.7,0,0,0,3,9,0,7,3,3,0,0,0,10,2,5,28.6,Matches
211,Harold Cummings,pa PAN,DF,ve Monagas,30,1992,4.0,2,0,0,5,2,0,0,6,3,0,0,0,33,7,11,38.9,Matches
212,Matheus Cunha,br BRA,GK,br Flamengo,21,2001,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,50.0,Matches
213,Ian Custódio,br BRA,DF,br Palmeiras,19,2003,0.2,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,,Matches
214,Jhamir D'Arrigo,pe PER,"MF,DF",pe Melgar,23,1999,2.2,0,0,0,0,6,1,2,2,1,2,0,0,8,1,1,50.0,Matches
215,Robert Piris Da Motta,py PAR,DF,py Cerro Porteño,28,1994,5.0,2,0,0,5,3,0,0,9,10,0,0,1,26,8,6,57.1,Matches
216,Bruno Damiani,uy URU,FW,uy Nacional,20,2002,1.8,1,0,0,5,9,0,0,0,4,0,0,0,10,7,12,36.8,Matches
217,Danielzinho,br BRA,"MF,FW",br Fluminense,27,1996,0.2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,,Matches
218,Aubrey David,tt TRI,DF,ec SD Aucas,32,1990,2.5,2,1,1,3,3,0,0,1,1,1,0,0,9,5,0,100.0,Matches
219,Fernando David Cardozo,py PAR,"MF,FW",py Olimpia,21,2001,9.7,4,1,1,28,13,5,24,0,11,0,0,0,49,11,10,52.4,Matches
220,Jonathan David Gómez,ar ARG,MF,ar Racing Club,33,1989,7.0,2,0,0,15,14,0,9,8,19,0,0,0,44,7,10,41.2,Matches
221,Giorgian De Arrascaeta,uy URU,"MF,FW",br Flamengo,28,1994,3.9,1,0,0,4,7,0,26,2,7,0,0,0,19,2,3,40.0,Matches
222,Nicolás De La Cruz,uy URU,"MF,FW",ar River Plate,25,1997,6.1,2,0,0,14,13,1,17,4,9,0,0,0,31,6,4,60.0,Matches
223,Matías De los Santos,uy URU,DF,cl Colo-Colo,30,1992,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,Matches
224,Ronaldo Dejesús,py PAR,MF,py Cerro Porteño,,,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
225,Alec Deneumostier,pe PER,DF,pe Melgar,23,1999,5.4,2,0,0,8,2,0,0,9,11,0,1,0,45,13,10,56.5,Matches
226,Nelson Deossa,co COL,"MF,FW",co Nacional,22,2000,4.8,2,0,0,9,12,0,2,4,9,0,0,0,40,6,6,50.0,Matches
227,Marco Di Cesare,ar ARG,DF,ar Arg Juniors,21,2002,3.2,2,0,0,1,1,0,0,3,3,0,0,0,18,5,5,50.0,Matches
228,Jean Dias,br BRA,FW,br Internacional,32,1990,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,,Matches
229,Matheus Dias,br BRA,"MF,FW",br Internacional,25,1997,0.3,0,0,0,1,0,0,0,1,1,0,0,0,4,0,2,0.0,Matches
230,Damián Díaz,ec ECU,"MF,FW",ec Barcelona,36,1986,4.0,3,0,0,3,12,0,21,0,2,0,0,0,18,1,2,33.3,Matches
231,Enzo Díaz,ar ARG,DF,ar River Plate,27,1995,5.4,2,1,0,11,7,0,15,4,9,0,0,0,29,7,6,53.8,Matches
232,Fabricio Díaz,uy URU,MF,uy Liverpool,19,2003,1.7,0,0,0,1,1,0,0,2,2,0,0,0,14,0,2,0.0,Matches
233,Lautaro Díaz,ar ARG,FW,ec Independiente,24,1998,5.6,1,0,0,4,3,0,4,2,1,0,0,0,8,11,5,68.8,Matches
234,Leonardo Diaz,pe PER,DF,pe Sporting Cristal,18,2004,2.9,2,0,0,8,3,0,0,7,7,0,0,0,14,5,2,71.4,Matches
235,Paulo Díaz,cl CHI,DF,ar River Plate,28,1994,6.5,0,0,0,3,1,0,0,13,3,0,0,0,34,10,6,62.5,Matches
236,Sergio Díaz,py PAR,MF,py Cerro Porteño,24,1998,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,Matches
237,Dodô,br BRA,DF,br Atlético Mineiro,30,1992,1.1,0,0,0,1,0,0,2,1,5,0,0,0,7,3,6,33.3,Matches
238,Nicolás Domingo,ar ARG,MF,ar Patronato,37,1985,5.0,3,0,0,5,5,0,1,11,6,0,0,0,41,2,1,66.7,Matches
239,Fabricio Domínguez,uy URU,"MF,DF",ar Arg Juniors,24,1998,1.6,1,1,0,7,2,1,4,5,2,0,0,0,11,0,3,0.0,Matches
240,Thiago dos Santos,br BRA,MF,br Fluminense,33,1989,0.8,0,0,0,1,1,0,0,1,0,0,0,0,7,0,0,,Matches
241,Dudu,br BRA,FW,br Palmeiras,31,1992,6.8,0,0,0,2,16,1,16,3,0,0,0,0,35,1,7,12.5,Matches
242,Jhon Duque Arias,co COL,MF,co Nacional,30,1992,3.9,1,0,0,5,8,0,1,5,9,0,0,0,29,6,4,60.0,Matches
243,Jefferson Duque,co COL,FW,co Nacional,35,1987,3.0,0,0,0,5,4,2,0,1,0,0,0,0,8,7,17,29.2,Matches
244,Edenílson,br BRA,MF,br Atlético Mineiro,33,1989,2.1,1,0,0,2,2,0,1,2,2,0,0,0,13,3,9,25.0,Matches
245,Carlos Eduardo,br BRA,MF,br Atlético Mineiro,18,2004,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
246,Kauã Elias,br BRA,FW,br Fluminense,16,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches
247,Endrick,br BRA,"FW,MF",br Palmeiras,16,2006,1.6,1,1,0,3,3,0,1,0,1,0,0,0,6,0,4,0.0,Matches
248,Erick,br BRA,MF,br Ath Paranaense,25,1997,7.0,0,0,0,2,7,0,0,9,13,0,0,0,30,18,11,62.1,Matches
249,Luis Erney Vasquez,co COL,GK,co Independiente,26,1996,4.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,100.0,Matches
250,Alberto Espínola,py PAR,DF,py Cerro Porteño,31,1991,5.4,1,0,0,7,1,0,19,8,13,0,0,0,33,11,5,68.8,Matches
251,Juan Espínola,py PAR,GK,py Olimpia,28,1994,5.0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,100.0,Matches
252,Matías Espinoza,py PAR,DF,py Libertad,25,1997,3.6,1,0,0,2,2,0,16,4,2,0,0,0,35,4,5,44.4,Matches
253,Esquerdinha,br BRA,DF,br Fluminense,16,2006,1.0,1,0,0,2,0,0,1,0,0,0,0,0,2,1,1,50.0,Matches
254,Juan Esquivel,ar ARG,"FW,MF",ar Patronato,22,2000,4.1,1,0,0,5,9,1,10,2,5,0,0,0,27,2,1,66.7,Matches
255,Lucas Esquivel,ar ARG,DF,br Ath Paranaense,21,2001,2.3,0,0,0,3,2,0,7,5,1,0,0,0,20,5,2,71.4,Matches
256,Éverson,br BRA,GK,br Atlético Mineiro,32,1990,8.0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,100.0,Matches
257,Víctor Ezequiel Salazar,ar ARG,DF,py Olimpia,29,1993,4.7,3,0,0,9,6,0,12,6,9,0,0,0,34,4,2,66.7,Matches
258,Fabinho,br BRA,MF,br Palmeiras,20,2002,1.2,1,0,0,1,3,0,2,2,1,0,0,0,8,2,1,66.7,Matches
259,Fábio,br BRA,GK,br Fluminense,42,1980,13.3,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0,Matches
260,Frank Fabra,co COL,DF,ar Boca Juniors,31,1991,11.1,2,1,0,13,5,3,27,27,11,0,0,0,75,10,7,58.8,Matches
261,Fagner,br BRA,DF,br Corinthians,33,1989,3.4,0,0,0,3,2,0,17,3,4,0,0,0,19,2,2,50.0,Matches
262,Franco Fagúndez,uy URU,FW,uy Nacional,22,2000,4.4,1,0,0,7,7,1,4,3,7,0,0,0,20,7,9,43.8,Matches
263,Maximiliano Falcón,uy URU,DF,cl Colo-Colo,25,1997,5.0,3,0,0,7,9,1,1,10,5,1,0,0,48,17,6,73.9,Matches
264,Lorenzo Faravelli,ar ARG,"MF,DF",ec Independiente,29,1993,5.4,2,0,0,4,9,0,4,3,4,0,0,0,31,0,1,0.0,Matches
265,Alexis Fariña,py PAR,"MF,FW",py Cerro Porteño,18,2004,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
266,Juan Felipe Aguirre,co COL,DF,co Nacional,26,1996,4.0,1,0,0,3,3,0,0,2,0,0,1,1,15,10,5,66.7,Matches
267,Matheus Felipe,br BRA,DF,br Ath Paranaense,24,1998,0.7,0,0,0,0,1,0,0,1,1,0,0,0,5,2,2,50.0,Matches
268,Andrés Felipe Román,co COL,DF,co Nacional,27,1995,2.8,0,0,0,2,6,0,5,4,3,0,0,0,14,1,2,33.3,Matches
269,Luis Felipe Zárate,py PAR,DF,py Olimpia,22,2000,5.1,1,0,0,5,2,1,0,7,5,0,0,0,24,21,11,65.6,Matches
270,Matías Fernández Cordero,cl CHI,DF,ec Independiente,27,1995,7.7,1,0,0,3,3,0,33,2,0,0,0,0,29,1,3,25.0,Matches
271,Ezequiél Fernández,ar ARG,MF,ar Boca Juniors,20,2002,6.3,1,0,0,3,15,0,2,4,10,0,0,0,52,5,4,55.6,Matches
272,Fernando Fernández,py PAR,FW,py Cerro Porteño,31,1992,1.4,0,0,0,1,0,0,0,0,1,0,0,0,0,5,2,71.4,Matches
273,Hugo Fernández,py PAR,"FW,MF",py Olimpia,25,1997,7.6,2,0,0,15,7,4,37,5,3,1,0,0,41,2,3,40.0,Matches
274,Ignacio Fernández,ar ARG,"MF,FW",ar River Plate,33,1990,6.2,3,0,0,7,20,0,30,3,6,1,0,0,30,4,7,36.4,Matches
275,Leonardo Fernández,uy URU,"MF,FW",br Fluminense,24,1998,0.3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,,Matches
276,Marcelo Fernández,py PAR,FW,py Libertad,21,2001,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
277,Ronnie Fernández,cl CHI,FW,bo Bolívar,32,1991,8.8,4,0,0,10,3,1,7,1,0,0,0,0,16,18,23,43.9,Matches
278,Fernandinho,br BRA,MF,br Ath Paranaense,37,1985,6.1,2,0,0,10,5,0,1,8,7,0,0,0,46,11,3,78.6,Matches
279,Fernando,br BRA,DF,br Ath Paranaense,23,1999,2.0,0,0,0,0,3,0,3,3,1,0,0,0,19,8,1,88.9,Matches
280,Nicolás Ferreyra,ar ARG,DF,bo Bolívar,29,1993,9.3,2,0,0,18,2,1,0,18,1,0,0,0,35,19,9,67.9,Matches
281,Andrés Ferro,ve VEN,DF,ve Metropolitanos,21,2001,5.0,2,0,0,3,0,0,0,6,3,0,1,0,19,6,0,100.0,Matches
282,Héctor Fértoli,ar ARG,MF,ar Racing Club,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
283,Jorge Figal,ar ARG,DF,ar Boca Juniors,28,1994,12.4,5,0,0,15,7,0,3,14,10,0,1,0,60,21,12,63.6,Matches
284,Robinson Flores,ve VEN,"MF,FW",ve Metropolitanos,24,1998,2.9,0,0,0,4,2,1,9,1,3,0,0,0,12,1,2,33.3,Matches
285,Jimer Fory,co COL,"DF,FW",co Pereira,20,2002,10.0,1,0,0,11,8,2,15,11,7,0,1,0,52,19,19,50.0,Matches
286,Matheus França,br BRA,"MF,FW",br Flamengo,18,2004,1.1,0,0,0,4,2,0,1,0,1,0,0,0,3,0,1,0.0,Matches
287,Damián Frascarelli,uy URU,GK,ec SD Aucas,37,1985,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches
288,Bruno Fuchs,br BRA,DF,br Atlético Mineiro,23,1999,1.9,0,0,0,3,1,0,3,1,4,0,0,0,12,2,2,50.0,Matches
289,César Fuentes,cl CHI,MF,cl Colo-Colo,29,1993,6.0,2,0,0,5,6,1,9,12,11,0,0,0,43,7,7,50.0,Matches
290,Francisco Fydriszewski,ar ARG,FW,ec Barcelona,29,1993,4.2,1,0,0,6,2,1,4,1,0,0,0,0,13,17,23,42.5,Matches
291,Gabriel,br BRA,MF,br Internacional,30,1992,0.3,0,0,0,0,1,0,0,1,1,0,0,0,5,0,0,,Matches
292,Juan Gabriel Patiño,py PAR,DF,py Cerro Porteño,33,1989,1.5,1,0,0,3,1,0,0,2,2,0,0,0,9,0,1,0.0,Matches
293,Fernando Gaibor,ec ECU,MF,ec Barcelona,31,1991,4.6,0,0,0,4,5,0,6,2,4,0,0,0,41,2,4,33.3,Matches
294,Antonio Galeano,py PAR,"MF,FW",py Cerro Porteño,22,2000,1.7,0,0,0,1,0,1,15,1,0,0,0,0,6,3,3,50.0,Matches
295,Leonel Galeano,ar ARG,DF,pe Melgar,31,1991,5.0,1,0,0,1,1,0,0,5,2,0,0,0,34,16,10,61.5,Matches
296,Hernán Galíndez,ec ECU,GK,ec SD Aucas,35,1987,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
297,Baltasar Gallego,ar ARG,"FW,MF",ar Racing Club,19,2003,1.6,0,0,0,5,1,0,3,0,4,0,0,0,11,0,0,,Matches
298,Jonathan Galván,ar ARG,"DF,FW",ar Racing Club,30,1992,1.3,0,0,0,1,0,0,2,2,1,0,0,0,7,1,1,50.0,Matches
299,Mateo Gamarra,py PAR,DF,py Olimpia,22,2000,9.5,2,0,0,12,4,0,4,18,10,0,0,0,52,20,8,71.4,Matches
300,Ganso,br BRA,MF,br Fluminense,33,1989,10.0,1,0,0,8,6,0,22,6,5,0,0,0,42,2,5,28.6,Matches
301,Carlos Garcés,co COL,DF,co Pereira,21,2001,4.0,0,0,0,4,2,0,4,6,7,0,0,0,20,3,3,50.0,Matches
302,García,br BRA,FW,br Palmeiras,21,2002,0.7,0,0,0,2,0,0,1,0,2,0,0,0,3,4,0,100.0,Matches
303,Agustín García Basso,ar ARG,DF,ec Independiente,30,1992,5.4,2,0,0,4,2,1,10,3,1,0,0,0,31,11,3,78.6,Matches
304,Jhon García,bo BOL,"FW,MF",bo The Strongest,22,2000,1.4,0,0,0,1,2,0,2,0,2,0,0,0,5,1,6,14.3,Matches
305,Luan Garcia,br BRA,DF,br Palmeiras,29,1993,6.7,2,0,0,7,5,1,1,8,4,0,0,0,29,18,11,62.1,Matches
306,Santiago García,ar ARG,DF,pe Alianza Lima,34,1988,5.0,2,0,0,6,4,0,1,17,4,0,0,1,40,11,8,57.9,Matches
307,Lautaro Geminiani,ar ARG,"DF,MF",ar Patronato,31,1991,3.0,3,0,0,4,3,0,5,10,7,0,1,0,15,4,3,57.1,Matches
308,Gerson,br BRA,MF,br Flamengo,25,1997,5.2,1,0,0,8,8,0,3,4,4,0,0,0,36,1,1,50.0,Matches
309,Joel Ghirardello,ar ARG,DF,ar Patronato,27,1995,2.7,1,0,0,3,3,0,0,9,5,0,0,0,24,7,5,58.3,Matches
310,Emmanuel Gigliotti,ar ARG,FW,uy Nacional,35,1987,1.7,0,0,0,2,1,0,0,1,0,0,0,0,5,4,3,57.1,Matches
311,Gil,br BRA,DF,br Corinthians,35,1987,5.0,1,0,0,3,1,1,0,3,3,0,0,0,24,12,10,54.5,Matches
312,Leonardo Gil,ar ARG,MF,cl Colo-Colo,31,1991,4.0,1,0,0,5,10,0,29,1,4,0,0,0,22,3,6,33.3,Matches
313,Enzo Giménez,py PAR,"DF,FW",py Cerro Porteño,24,1998,1.6,1,0,0,2,4,0,4,1,2,0,0,0,11,1,1,50.0,Matches
314,Néstor Giménez,py PAR,DF,py Libertad,25,1997,2.4,2,0,0,5,3,0,10,4,2,0,0,0,15,4,1,80.0,Matches
315,Francisco Ginella,uy URU,MF,uy Nacional,24,1999,2.1,1,0,0,2,1,0,1,0,0,0,0,0,11,1,2,33.3,Matches
316,Giovane,br BRA,FW,br Corinthians,19,2003,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Matches
317,Yeiler Goez,co COL,MF,co Nacional,23,1999,0.1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,,Matches
318,Igor Gomes,br BRA,MF,br Atlético Mineiro,23,1999,3.0,0,0,0,3,6,1,13,2,1,0,0,0,18,9,3,75.0,Matches
319,Igor Gomes,br BRA,DF,br Internacional,21,2001,3.5,1,0,0,6,4,0,4,4,4,0,0,0,20,6,3,66.7,Matches
320,Darwin Gómez,ve VEN,MF,ve Metropolitanos,32,1991,2.5,0,0,0,4,5,1,19,1,2,0,0,0,8,4,1,80.0,Matches
321,Diego Gómez,py PAR,MF,py Libertad,19,2003,5.3,1,0,0,8,11,0,13,8,5,0,0,0,43,14,8,63.6,Matches
322,Gustavo Gómez,py PAR,DF,br Palmeiras,29,1993,11.3,4,0,0,14,9,0,2,10,9,0,0,0,41,35,18,66.0,Matches
323,Marcos Gómez,py PAR,MF,py Olimpia,21,2001,7.3,0,0,0,11,1,0,0,10,10,0,0,0,43,3,2,60.0,Matches
324,Sebastián Gómez,co COL,MF,co Nacional,26,1996,4.0,1,0,0,4,5,0,11,5,4,0,0,0,23,6,5,54.5,Matches
325,Yulián Gómez,co COL,"DF,FW",co Independiente,25,1997,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.0,Matches
326,Matheus Gonçalves,br BRA,MF,br Flamengo,17,2005,0.2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,,Matches
327,Luciano Gondou,ar ARG,"MF,FW",ar Arg Juniors,21,2001,1.4,1,0,0,11,3,1,1,0,1,0,0,0,3,4,5,44.4,Matches
328,Cristian González,ar ARG,DF,ar Patronato,33,1990,6.0,2,0,0,3,3,2,0,8,7,0,1,0,47,10,7,58.8,Matches
329,Derlis González,py PAR,"FW,MF",py Olimpia,28,1994,0.4,0,0,0,0,1,1,2,0,1,0,0,0,2,0,0,,Matches
330,Enso Gonzalez,py PAR,FW,py Libertad,18,2005,3.2,0,0,0,5,6,2,3,1,1,0,0,0,12,4,4,50.0,Matches
331,Francisco González,ar ARG,"MF,FW",ar Arg Juniors,25,1997,7.0,0,0,0,7,4,0,15,4,5,0,0,0,34,3,8,27.3,Matches
